Year,Month,Day,Global-mean of ERA5 two-metre temperature (deg C) averaged from hour 0 to hour 23,Global-mean temperature increase (deg C) above 1850-1900 reference level 
1987,6,19,15.764,0.567
1987,6,20,15.817,0.605
1987,6,21,15.828,0.602
1987,6,22,15.801,0.562
1987,6,23,15.812,0.559
1987,6,24,15.82,0.555
1987,6,25,15.863,0.586
1987,6,26,15.935,0.647
1987,6,27,16.017,0.718
1987,6,28,16.114,0.804
1987,6,29,16.119,0.798
1987,6,30,16.059,0.729
1987,7,1,16.041,0.702
1987,7,2,16.088,0.74
1987,7,3,16.118,0.761
1987,7,4,16.106,0.74
1987,7,5,16.067,0.693
1987,7,6,16.062,0.682
1987,7,7,16.031,0.644
1987,7,8,16.068,0.675
1987,7,9,16.124,0.725
1987,7,10,16.163,0.759
1987,7,11,16.136,0.727
1987,7,12,16.11,0.695
1987,7,13,16.166,0.746
1987,7,14,16.223,0.797
1987,7,15,16.245,0.815
1987,7,16,16.224,0.789
1987,7,17,16.156,0.717
1987,7,18,16.15,0.707
1987,7,19,16.16,0.713
1987,7,20,16.152,0.702
1987,7,21,16.174,0.721
1987,7,22,16.233,0.777
1987,7,23,16.295,0.837
1987,7,24,16.281,0.822
1987,7,25,16.263,0.802
1987,7,26,16.208,0.747
1987,7,27,16.141,0.68
1987,7,28,16.093,0.633
1987,7,29,16.074,0.615
1987,7,30,16.011,0.553
1987,7,31,15.988,0.532
1987,8,1,16.001,0.547
1987,8,2,15.99,0.539
1987,8,3,16.013,0.566
1987,8,4,16.015,0.573
1987,8,5,15.908,0.471
1987,8,6,15.809,0.378
1987,8,7,15.795,0.37
1987,8,8,15.845,0.427
1987,8,9,15.877,0.466
1987,8,10,15.867,0.463
1987,8,11,15.876,0.48
1987,8,12,15.947,0.561
1987,8,13,15.953,0.577
1987,8,14,15.934,0.569
1987,8,15,15.923,0.57
1987,8,16,15.874,0.534
1987,8,17,15.819,0.493
1987,8,18,15.764,0.454
1987,8,19,15.737,0.443
1987,8,20,15.723,0.445
1987,8,21,15.749,0.487
1987,8,22,15.807,0.563
1987,8,23,15.793,0.568
1987,8,24,15.82,0.613
1987,8,25,15.874,0.686
1987,8,26,15.877,0.708
1987,8,27,15.858,0.709
1987,8,28,15.764,0.636
1987,8,29,15.709,0.602
1987,8,30,15.621,0.537
1987,8,31,15.527,0.465
1987,9,1,15.51,0.47
1987,9,2,15.545,0.529
1987,9,3,15.463,0.47
1987,9,4,15.409,0.44
1987,9,5,15.413,0.468
1987,9,6,15.415,0.494
1987,9,7,15.393,0.497
1987,9,8,15.41,0.539
1987,9,9,15.462,0.616
1987,9,10,15.462,0.642
1987,9,11,15.443,0.65
1987,9,12,15.435,0.669
1987,9,13,15.454,0.716
1987,9,14,15.472,0.763
1987,9,15,15.476,0.794
1987,9,16,15.46,0.807
1987,9,17,15.375,0.751
1987,9,18,15.281,0.685
1987,9,19,15.16,0.592
1987,9,20,15.057,0.519
1987,9,21,14.998,0.49
1987,9,22,14.95,0.472
1987,9,23,14.861,0.413
1987,9,24,14.833,0.416
1987,9,25,14.858,0.472
1987,9,26,14.848,0.492
1987,9,27,14.789,0.465
1987,9,28,14.771,0.48
1987,9,29,14.832,0.574
1987,9,30,14.831,0.607
1987,10,1,14.8,0.609
1987,10,2,14.785,0.629
1987,10,3,14.745,0.623
1987,10,4,14.653,0.565
1987,10,5,14.594,0.541
1987,10,6,14.539,0.523
1987,10,7,14.461,0.481
1987,10,8,14.41,0.467
1987,10,9,14.366,0.461
1987,10,10,14.375,0.507
1987,10,11,14.33,0.499
1987,10,12,14.241,0.448
1987,10,13,14.147,0.392
1987,10,14,14.061,0.346
1987,10,15,14.017,0.341
1987,10,16,13.981,0.345
1987,10,17,13.95,0.354
1987,10,18,13.91,0.353
1987,10,19,13.858,0.341
1987,10,20,13.825,0.349
1987,10,21,13.8,0.362
1987,10,22,13.806,0.407
1987,10,23,13.801,0.441
1987,10,24,13.838,0.517
1987,10,25,13.859,0.576
1987,10,26,13.766,0.521
1987,10,27,13.709,0.502
1987,10,28,13.679,0.509
1987,10,29,13.655,0.522
1987,10,30,13.579,0.484
1987,10,31,13.563,0.505
1987,11,1,13.519,0.497
1987,11,2,13.519,0.536
1987,11,3,13.528,0.581
1987,11,4,13.486,0.578
1987,11,5,13.419,0.548
1987,11,6,13.358,0.524
1987,11,7,13.318,0.521
1987,11,8,13.28,0.519
1987,11,9,13.223,0.498
1987,11,10,13.151,0.461
1987,11,11,13.066,0.412
1987,11,12,13.101,0.481
1987,11,13,13.071,0.486
1987,11,14,13.017,0.465
1987,11,15,12.969,0.449
1987,11,16,12.919,0.431
1987,11,17,12.889,0.433
1987,11,18,12.903,0.477
1987,11,19,12.799,0.403
1987,11,20,12.723,0.358
1987,11,21,12.694,0.361
1987,11,22,12.688,0.385
1987,11,23,12.702,0.429
1987,11,24,12.753,0.51
1987,11,25,12.731,0.518
1987,11,26,12.644,0.46
1987,11,27,12.605,0.45
1987,11,28,12.61,0.483
1987,11,29,12.616,0.516
1987,11,30,12.613,0.539
1987,12,1,12.663,0.616
1987,12,2,12.686,0.664
1987,12,3,12.708,0.711
1987,12,4,12.767,0.794
1987,12,5,12.741,0.79
1987,12,6,12.734,0.805
1987,12,7,12.78,0.872
1987,12,8,12.818,0.93
1987,12,9,12.904,1.036
1987,12,10,12.921,1.073
1987,12,11,12.93,1.101
1987,12,12,12.843,1.033
1987,12,13,12.691,0.899
1987,12,14,12.539,0.765
1987,12,15,12.492,0.734
1987,12,16,12.488,0.746
1987,12,17,12.463,0.735
1987,12,18,12.474,0.76
1987,12,19,12.482,0.782
1987,12,20,12.515,0.828
1987,12,21,12.534,0.86
1987,12,22,12.448,0.786
1987,12,23,12.41,0.761
1987,12,24,12.283,0.646
1987,12,25,12.213,0.587
1987,12,26,12.243,0.629
1987,12,27,12.187,0.584
1987,12,28,12.186,0.593
1987,12,29,12.173,0.59
1987,12,30,12.188,0.615
1987,12,31,12.219,0.656
1988,1,1,12.313,0.755
1988,1,2,12.358,0.808
1988,1,3,12.361,0.82
1988,1,4,12.391,0.857
1988,1,5,12.426,0.901
1988,1,6,12.414,0.898
1988,1,7,12.41,0.901
1988,1,8,12.372,0.87
1988,1,9,12.375,0.879
1988,1,10,12.344,0.854
1988,1,11,12.393,0.908
1988,1,12,12.443,0.961
1988,1,13,12.423,0.944
1988,1,14,12.385,0.909
1988,1,15,12.384,0.909
1988,1,16,12.453,0.98
1988,1,17,12.452,0.98
1988,1,18,12.351,0.879
1988,1,19,12.236,0.764
1988,1,20,12.165,0.694
1988,1,21,12.148,0.675
1988,1,22,12.087,0.612
1988,1,23,12.033,0.554
1988,1,24,12.08,0.597
1988,1,25,12.19,0.702
1988,1,26,12.259,0.766
1988,1,27,12.289,0.791
1988,1,28,12.327,0.824
1988,1,29,12.315,0.806
1988,1,30,12.239,0.723
1988,1,31,12.218,0.692
1988,2,1,12.23,0.695
1988,2,2,12.226,0.679
1988,2,3,12.205,0.647
1988,2,4,12.243,0.674
1988,2,5,12.252,0.671
1988,2,6,12.176,0.582
1988,2,7,12.142,0.536
1988,2,8,12.177,0.557
1988,2,9,12.185,0.55
1988,2,10,12.197,0.547
1988,2,11,12.202,0.538
1988,2,12,12.264,0.585
1988,2,13,12.281,0.588
1988,2,14,12.305,0.598
1988,2,15,12.274,0.551
1988,2,16,12.228,0.49
1988,2,17,12.249,0.494
1988,2,18,12.305,0.533
1988,2,19,12.387,0.596
1988,2,20,12.476,0.667
1988,2,21,12.518,0.69
1988,2,22,12.57,0.724
1988,2,23,12.602,0.736
1988,2,24,12.632,0.745
1988,2,25,12.7,0.793
1988,2,26,12.783,0.854
1988,2,27,12.85,0.898
1988,2,28,12.913,0.938
1988,2,29,12.918,0.918
1988,3,1,12.969,0.947
1988,3,2,12.953,0.906
1988,3,3,12.916,0.846
1988,3,4,12.867,0.773
1988,3,5,12.866,0.747
1988,3,6,12.858,0.714
1988,3,7,12.909,0.739
1988,3,8,12.913,0.719
1988,3,9,12.962,0.742
1988,3,10,12.998,0.751
1988,3,11,13,0.727
1988,3,12,13.023,0.723
1988,3,13,13.018,0.69
1988,3,14,12.988,0.63
1988,3,15,13.017,0.628
1988,3,16,13.097,0.677
1988,3,17,13.193,0.741
1988,3,18,13.235,0.751
1988,3,19,13.302,0.788
1988,3,20,13.425,0.88
1988,3,21,13.459,0.884
1988,3,22,13.519,0.914
1988,3,23,13.603,0.967
1988,3,24,13.579,0.912
1988,3,25,13.573,0.876
1988,3,26,13.606,0.879
1988,3,27,13.592,0.834
1988,3,28,13.578,0.79
1988,3,29,13.582,0.763
1988,3,30,13.538,0.688
1988,3,31,13.586,0.705
1988,4,1,13.535,0.621
1988,4,2,13.534,0.588
1988,4,3,13.591,0.612
1988,4,4,13.624,0.612
1988,4,5,13.667,0.62
1988,4,6,13.727,0.646
1988,4,7,13.738,0.622
1988,4,8,13.718,0.567
1988,4,9,13.719,0.534
1988,4,10,13.856,0.635
1988,4,11,14.004,0.749
1988,4,12,14.139,0.85
1988,4,13,14.204,0.881
1988,4,14,14.213,0.857
1988,4,15,14.204,0.817
1988,4,16,14.159,0.739
1988,4,17,14.154,0.703
1988,4,18,14.258,0.775
1988,4,19,14.353,0.838
1988,4,20,14.502,0.954
1988,4,21,14.642,1.06
1988,4,22,14.644,1.029
1988,4,23,14.614,0.966
1988,4,24,14.583,0.901
1988,4,25,14.578,0.863
1988,4,26,14.647,0.898
1988,4,27,14.683,0.899
1988,4,28,14.662,0.845
1988,4,29,14.622,0.771
1988,4,30,14.605,0.722
1988,5,1,14.671,0.755
1988,5,2,14.707,0.759
1988,5,3,14.687,0.707
1988,5,4,14.682,0.673
1988,5,5,14.715,0.677
1988,5,6,14.745,0.679
1988,5,7,14.783,0.689
1988,5,8,14.833,0.711
1988,5,9,14.883,0.731
1988,5,10,14.939,0.758
1988,5,11,15.002,0.792
1988,5,12,15.11,0.869
1988,5,13,15.166,0.895
1988,5,14,15.206,0.905
1988,5,15,15.219,0.888
1988,5,16,15.245,0.883
1988,5,17,15.242,0.849
1988,5,18,15.264,0.841
1988,5,19,15.309,0.856
1988,5,20,15.348,0.865
1988,5,21,15.408,0.896
1988,5,22,15.479,0.938
1988,5,23,15.466,0.896
1988,5,24,15.464,0.866
1988,5,25,15.486,0.86
1988,5,26,15.503,0.848
1988,5,27,15.495,0.812
1988,5,28,15.518,0.808
1988,5,29,15.51,0.773
1988,5,30,15.441,0.676
1988,5,31,15.403,0.612
1988,6,1,15.413,0.596
1988,6,2,15.432,0.59
1988,6,3,15.496,0.628
1988,6,4,15.564,0.67
1988,6,5,15.59,0.67
1988,6,6,15.671,0.725
1988,6,7,15.733,0.762
1988,6,8,15.753,0.759
1988,6,9,15.784,0.768
1988,6,10,15.842,0.804
1988,6,11,15.894,0.836
1988,6,12,15.903,0.825
1988,6,13,15.897,0.8
1988,6,14,15.948,0.833
1988,6,15,15.973,0.841
1988,6,16,15.943,0.794
1988,6,17,15.936,0.771
1988,6,18,15.974,0.792
1988,6,19,15.995,0.798
1988,6,20,16.049,0.837
1988,6,21,16.04,0.814
1988,6,22,16,0.761
1988,6,23,15.912,0.659
1988,6,24,15.803,0.538
1988,6,25,15.789,0.512
1988,6,26,15.861,0.573
1988,6,27,15.885,0.585
1988,6,28,15.894,0.583
1988,6,29,15.882,0.56
1988,6,30,15.923,0.592
1988,7,1,15.928,0.587
1988,7,2,15.95,0.599
1988,7,3,15.937,0.577
1988,7,4,15.906,0.537
1988,7,5,15.919,0.543
1988,7,6,15.968,0.585
1988,7,7,15.99,0.601
1988,7,8,16.003,0.607
1988,7,9,15.972,0.57
1988,7,10,15.958,0.551
1988,7,11,15.991,0.577
1988,7,12,16.019,0.599
1988,7,13,16.04,0.614
1988,7,14,16.041,0.61
1988,7,15,16.117,0.681
1988,7,16,16.188,0.747
1988,7,17,16.255,0.809
1988,7,18,16.27,0.82
1988,7,19,16.27,0.816
1988,7,20,16.214,0.757
1988,7,21,16.124,0.665
1988,7,22,16.083,0.621
1988,7,23,16.041,0.577
1988,7,24,15.959,0.494
1988,7,25,15.94,0.473
1988,7,26,15.954,0.486
1988,7,27,15.972,0.503
1988,7,28,15.992,0.524
1988,7,29,16.011,0.545
1988,7,30,16.006,0.541
1988,7,31,15.985,0.522
1988,8,1,15.981,0.521
1988,8,2,15.962,0.504
1988,8,3,15.941,0.487
1988,8,4,15.869,0.42
1988,8,5,15.842,0.398
1988,8,6,15.86,0.422
1988,8,7,15.878,0.446
1988,8,8,15.898,0.472
1988,8,9,15.919,0.499
1988,8,10,15.915,0.502
1988,8,11,15.908,0.504
1988,8,12,15.907,0.513
1988,8,13,15.975,0.591
1988,8,14,16.022,0.649
1988,8,15,16.042,0.681
1988,8,16,16.099,0.751
1988,8,17,16.132,0.798
1988,8,18,16.133,0.815
1988,8,19,16.101,0.797
1988,8,20,16.061,0.774
1988,8,21,16.002,0.731
1988,8,22,15.984,0.731
1988,8,23,15.973,0.739
1988,8,24,15.909,0.694
1988,8,25,15.832,0.636
1988,8,26,15.801,0.625
1988,8,27,15.843,0.687
1988,8,28,15.887,0.752
1988,8,29,15.9,0.787
1988,8,30,15.879,0.787
1988,8,31,15.846,0.776
1988,9,1,15.774,0.726
1988,9,2,15.684,0.66
1988,9,3,15.618,0.617
1988,9,4,15.626,0.647
1988,9,5,15.631,0.675
1988,9,6,15.611,0.679
1988,9,7,15.582,0.674
1988,9,8,15.545,0.661
1988,9,9,15.482,0.624
1988,9,10,15.458,0.626
1988,9,11,15.45,0.643
1988,9,12,15.427,0.647
1988,9,13,15.361,0.607
1988,9,14,15.293,0.567
1988,9,15,15.239,0.54
1988,9,16,15.159,0.487
1988,9,17,15.083,0.439
1988,9,18,15.079,0.463
1988,9,19,15.145,0.557
1988,9,20,15.192,0.633
1988,9,21,15.185,0.656
1988,9,22,15.158,0.658
1988,9,23,15.075,0.605
1988,9,24,15.028,0.587
1988,9,25,14.969,0.559
1988,9,26,14.877,0.498
1988,9,27,14.793,0.445
1988,9,28,14.743,0.427
1988,9,29,14.757,0.475
1988,9,30,14.742,0.493
1988,10,1,14.71,0.494
1988,10,2,14.632,0.45
1988,10,3,14.538,0.391
1988,10,4,14.455,0.343
1988,10,5,14.418,0.342
1988,10,6,14.371,0.331
1988,10,7,14.392,0.388
1988,10,8,14.357,0.391
1988,10,9,14.392,0.464
1988,10,10,14.397,0.506
1988,10,11,14.387,0.533
1988,10,12,14.302,0.486
1988,10,13,14.269,0.492
1988,10,14,14.266,0.529
1988,10,15,14.222,0.524
1988,10,16,14.166,0.508
1988,10,17,14.121,0.503
1988,10,18,14.137,0.559
1988,10,19,14.115,0.576
1988,10,20,14.03,0.531
1988,10,21,13.951,0.491
1988,10,22,13.874,0.452
1988,10,23,13.829,0.445
1988,10,24,13.829,0.484
1988,10,25,13.778,0.47
1988,10,26,13.685,0.414
1988,10,27,13.597,0.364
1988,10,28,13.495,0.299
1988,10,29,13.454,0.295
1988,10,30,13.406,0.284
1988,10,31,13.365,0.28
1988,11,1,13.328,0.28
1988,11,2,13.309,0.299
1988,11,3,13.226,0.254
1988,11,4,13.162,0.227
1988,11,5,13.14,0.243
1988,11,6,13.075,0.215
1988,11,7,12.99,0.166
1988,11,8,12.97,0.183
1988,11,9,12.921,0.17
1988,11,10,12.863,0.148
1988,11,11,12.864,0.186
1988,11,12,12.822,0.18
1988,11,13,12.803,0.197
1988,11,14,12.794,0.222
1988,11,15,12.767,0.229
1988,11,16,12.755,0.251
1988,11,17,12.745,0.273
1988,11,18,12.724,0.284
1988,11,19,12.67,0.261
1988,11,20,12.591,0.214
1988,11,21,12.525,0.18
1988,11,22,12.561,0.248
1988,11,23,12.591,0.308
1988,11,24,12.596,0.344
1988,11,25,12.597,0.376
1988,11,26,12.6,0.409
1988,11,27,12.579,0.417
1988,11,28,12.561,0.426
1988,11,29,12.491,0.383
1988,11,30,12.421,0.339
1988,12,1,12.442,0.385
1988,12,2,12.473,0.441
1988,12,3,12.502,0.494
1988,12,4,12.559,0.573
1988,12,5,12.551,0.588
1988,12,6,12.5,0.558
1988,12,7,12.43,0.508
1988,12,8,12.318,0.416
1988,12,9,12.261,0.38
1988,12,10,12.262,0.4
1988,12,11,12.306,0.464
1988,12,12,12.401,0.577
1988,12,13,12.414,0.609
1988,12,14,12.432,0.644
1988,12,15,12.416,0.644
1988,12,16,12.391,0.634
1988,12,17,12.36,0.618
1988,12,18,12.373,0.644
1988,12,19,12.392,0.677
1988,12,20,12.358,0.656
1988,12,21,12.339,0.649
1988,12,22,12.35,0.673
1988,12,23,12.337,0.671
1988,12,24,12.291,0.638
1988,12,25,12.214,0.573
1988,12,26,12.135,0.506
1988,12,27,12.003,0.385
1988,12,28,11.882,0.275
1988,12,29,11.805,0.209
1988,12,30,11.824,0.239
1988,12,31,11.848,0.273
1989,1,1,11.84,0.299
1989,1,2,11.817,0.283
1989,1,3,11.821,0.295
1989,1,4,11.776,0.257
1989,1,5,11.763,0.251
1989,1,6,11.813,0.308
1989,1,7,11.824,0.325
1989,1,8,11.777,0.283
1989,1,9,11.766,0.277
1989,1,10,11.794,0.31
1989,1,11,11.838,0.357
1989,1,12,11.857,0.379
1989,1,13,11.888,0.411
1989,1,14,11.874,0.399
1989,1,15,11.86,0.386
1989,1,16,11.865,0.391
1989,1,17,11.855,0.381
1989,1,18,11.872,0.398
1989,1,19,11.847,0.372
1989,1,20,11.818,0.342
1989,1,21,11.768,0.29
1989,1,22,11.733,0.251
1989,1,23,11.734,0.248
1989,1,24,11.751,0.259
1989,1,25,11.774,0.275
1989,1,26,11.825,0.32
1989,1,27,11.881,0.368
1989,1,28,11.866,0.346
1989,1,29,11.984,0.457
1989,1,30,12.139,0.603
1989,1,31,12.199,0.653
1989,2,1,12.131,0.575
1989,2,2,12.043,0.476
1989,2,3,12.077,0.499
1989,2,4,12.166,0.576
1989,2,5,12.244,0.642
1989,2,6,12.332,0.717
1989,2,7,12.378,0.749
1989,2,8,12.37,0.727
1989,2,9,12.404,0.746
1989,2,10,12.408,0.734
1989,2,11,12.419,0.73
1989,2,12,12.415,0.71
1989,2,13,12.43,0.71
1989,2,14,12.389,0.655
1989,2,15,12.351,0.6
1989,2,16,12.352,0.585
1989,2,17,12.366,0.582
1989,2,18,12.411,0.608
1989,2,19,12.429,0.608
1989,2,20,12.464,0.625
1989,2,21,12.46,0.602
1989,2,22,12.44,0.563
1989,2,23,12.403,0.506
1989,2,24,12.405,0.489
1989,2,25,12.535,0.597
1989,2,26,12.665,0.706
1989,2,27,12.723,0.741
1989,2,28,12.78,0.776
1989,3,1,12.794,0.766
1989,3,2,12.779,0.728
1989,3,3,12.736,0.661
1989,3,4,12.67,0.571
1989,3,5,12.646,0.522
1989,3,6,12.684,0.535
1989,3,7,12.732,0.557
1989,3,8,12.79,0.59
1989,3,9,12.892,0.665
1989,3,10,12.981,0.729
1989,3,11,13.005,0.727
1989,3,12,13,0.694
1989,3,13,12.967,0.634
1989,3,14,12.969,0.607
1989,3,15,12.957,0.565
1989,3,16,12.953,0.53
1989,3,17,12.995,0.541
1989,3,18,12.994,0.509
1989,3,19,13.058,0.541
1989,3,20,13.121,0.574
1989,3,21,13.181,0.603
1989,3,22,13.222,0.614
1989,3,23,13.266,0.627
1989,3,24,13.306,0.636
1989,3,25,13.347,0.645
1989,3,26,13.387,0.655
1989,3,27,13.464,0.701
1989,3,28,13.441,0.648
1989,3,29,13.376,0.552
1989,3,30,13.389,0.533
1989,3,31,13.5,0.612
1989,4,1,13.657,0.737
1989,4,2,13.74,0.788
1989,4,3,13.824,0.839
1989,4,4,13.85,0.831
1989,4,5,13.852,0.8
1989,4,6,13.866,0.78
1989,4,7,13.859,0.739
1989,4,8,13.891,0.735
1989,4,9,13.872,0.682
1989,4,10,13.822,0.597
1989,4,11,13.792,0.532
1989,4,12,13.849,0.554
1989,4,13,13.924,0.595
1989,4,14,14.033,0.671
1989,4,15,14.085,0.69
1989,4,16,14.134,0.707
1989,4,17,14.1,0.641
1989,4,18,14.157,0.666
1989,4,19,14.232,0.708
1989,4,20,14.226,0.67
1989,4,21,14.203,0.613
1989,4,22,14.214,0.591
1989,4,23,14.259,0.603
1989,4,24,14.283,0.594
1989,4,25,14.267,0.544
1989,4,26,14.288,0.531
1989,4,27,14.26,0.47
1989,4,28,14.283,0.459
1989,4,29,14.279,0.422
1989,4,30,14.297,0.408
1989,5,1,14.384,0.463
1989,5,2,14.522,0.569
1989,5,3,14.591,0.606
1989,5,4,14.626,0.61
1989,5,5,14.588,0.543
1989,5,6,14.533,0.459
1989,5,7,14.473,0.371
1989,5,8,14.472,0.342
1989,5,9,14.487,0.328
1989,5,10,14.587,0.4
1989,5,11,14.659,0.443
1989,5,12,14.741,0.496
1989,5,13,14.807,0.532
1989,5,14,14.871,0.567
1989,5,15,14.901,0.567
1989,5,16,14.928,0.565
1989,5,17,14.976,0.583
1989,5,18,15.038,0.615
1989,5,19,15.042,0.589
1989,5,20,15.002,0.52
1989,5,21,15.023,0.511
1989,5,22,15.027,0.487
1989,5,23,15.075,0.506
1989,5,24,15.068,0.471
1989,5,25,15.037,0.412
1989,5,26,15.01,0.357
1989,5,27,15.048,0.368
1989,5,28,15.144,0.437
1989,5,29,15.239,0.505
1989,5,30,15.292,0.53
1989,5,31,15.289,0.5
1989,6,1,15.342,0.527
1989,6,2,15.408,0.568
1989,6,3,15.437,0.571
1989,6,4,15.391,0.5
1989,6,5,15.354,0.438
1989,6,6,15.367,0.425
1989,6,7,15.436,0.47
1989,6,8,15.48,0.49
1989,6,9,15.52,0.508
1989,6,10,15.515,0.481
1989,6,11,15.489,0.435
1989,6,12,15.482,0.407
1989,6,13,15.498,0.404
1989,6,14,15.54,0.426
1989,6,15,15.543,0.411
1989,6,16,15.567,0.418
1989,6,17,15.564,0.399
1989,6,18,15.605,0.423
1989,6,19,15.684,0.487
1989,6,20,15.674,0.462
1989,6,21,15.689,0.463
1989,6,22,15.698,0.459
1989,6,23,15.707,0.454
1989,6,24,15.699,0.434
1989,6,25,15.696,0.419
1989,6,26,15.719,0.43
1989,6,27,15.732,0.432
1989,6,28,15.772,0.462
1989,6,29,15.809,0.489
1989,6,30,15.88,0.55
1989,7,1,15.935,0.595
1989,7,2,15.915,0.566
1989,7,3,15.895,0.538
1989,7,4,15.872,0.506
1989,7,5,15.832,0.458
1989,7,6,15.777,0.396
1989,7,7,15.811,0.424
1989,7,8,15.892,0.499
1989,7,9,15.922,0.523
1989,7,10,15.895,0.49
1989,7,11,15.924,0.514
1989,7,12,16.003,0.587
1989,7,13,16.026,0.606
1989,7,14,16.02,0.594
1989,7,15,15.992,0.561
1989,7,16,16.043,0.609
1989,7,17,16.128,0.689
1989,7,18,16.119,0.676
1989,7,19,16.088,0.64
1989,7,20,16.099,0.649
1989,7,21,16.065,0.612
1989,7,22,16.066,0.611
1989,7,23,16.093,0.635
1989,7,24,16.099,0.639
1989,7,25,16.052,0.592
1989,7,26,16.051,0.59
1989,7,27,16.037,0.576
1989,7,28,15.995,0.534
1989,7,29,16,0.54
1989,7,30,16.057,0.599
1989,7,31,16.045,0.589
1989,8,1,15.993,0.539
1989,8,2,15.998,0.548
1989,8,3,15.957,0.511
1989,8,4,15.852,0.41
1989,8,5,15.766,0.33
1989,8,6,15.741,0.31
1989,8,7,15.762,0.337
1989,8,8,15.777,0.359
1989,8,9,15.783,0.372
1989,8,10,15.809,0.406
1989,8,11,15.864,0.468
1989,8,12,15.874,0.488
1989,8,13,15.866,0.49
1989,8,14,15.855,0.49
1989,8,15,15.85,0.497
1989,8,16,15.883,0.543
1989,8,17,15.873,0.547
1989,8,18,15.829,0.519
1989,8,19,15.776,0.483
1989,8,20,15.72,0.442
1989,8,21,15.693,0.431
1989,8,22,15.637,0.394
1989,8,23,15.58,0.355
1989,8,24,15.672,0.465
1989,8,25,15.669,0.482
1989,8,26,15.692,0.524
1989,8,27,15.698,0.55
1989,8,28,15.698,0.571
1989,8,29,15.742,0.636
1989,8,30,15.811,0.727
1989,8,31,15.77,0.708
1989,9,1,15.678,0.639
1989,9,2,15.647,0.631
1989,9,3,15.591,0.598
1989,9,4,15.529,0.56
1989,9,5,15.461,0.516
1989,9,6,15.42,0.499
1989,9,7,15.378,0.481
1989,9,8,15.339,0.467
1989,9,9,15.281,0.435
1989,9,10,15.256,0.437
1989,9,11,15.167,0.375
1989,9,12,15.125,0.359
1989,9,13,15.114,0.376
1989,9,14,15.106,0.396
1989,9,15,15.122,0.441
1989,9,16,15.138,0.485
1989,9,17,15.14,0.515
1989,9,18,15.152,0.555
1989,9,19,15.166,0.598
1989,9,20,15.174,0.636
1989,9,21,15.22,0.712
1989,9,22,15.158,0.68
1989,9,23,15.03,0.582
1989,9,24,14.913,0.496
1989,9,25,14.828,0.442
1989,9,26,14.754,0.399
1989,9,27,14.729,0.405
1989,9,28,14.733,0.442
1989,9,29,14.757,0.499
1989,9,30,14.797,0.573
1989,10,1,14.819,0.629
1989,10,2,14.796,0.64
1989,10,3,14.692,0.57
1989,10,4,14.654,0.567
1989,10,5,14.634,0.581
1989,10,6,14.584,0.567
1989,10,7,14.512,0.532
1989,10,8,14.443,0.5
1989,10,9,14.397,0.491
1989,10,10,14.375,0.506
1989,10,11,14.345,0.514
1989,10,12,14.294,0.501
1989,10,13,14.219,0.464
1989,10,14,14.195,0.479
1989,10,15,14.09,0.414
1989,10,16,13.957,0.321
1989,10,17,13.881,0.285
1989,10,18,13.835,0.279
1989,10,19,13.808,0.292
1989,10,20,13.758,0.281
1989,10,21,13.763,0.325
1989,10,22,13.745,0.346
1989,10,23,13.76,0.4
1989,10,24,13.777,0.455
1989,10,25,13.814,0.53
1989,10,26,13.711,0.466
1989,10,27,13.552,0.345
1989,10,28,13.529,0.359
1989,10,29,13.488,0.356
1989,10,30,13.437,0.342
1989,10,31,13.354,0.296
1989,11,1,13.304,0.283
1989,11,2,13.24,0.256
1989,11,3,13.201,0.255
1989,11,4,13.219,0.31
1989,11,5,13.2,0.329
1989,11,6,13.103,0.269
1989,11,7,13.023,0.225
1989,11,8,12.974,0.213
1989,11,9,12.957,0.231
1989,11,10,12.956,0.266
1989,11,11,12.915,0.261
1989,11,12,12.854,0.234
1989,11,13,12.775,0.19
1989,11,14,12.71,0.158
1989,11,15,12.68,0.16
1989,11,16,12.663,0.175
1989,11,17,12.659,0.202
1989,11,18,12.71,0.284
1989,11,19,12.791,0.396
1989,11,20,12.837,0.473
1989,11,21,12.831,0.497
1989,11,22,12.785,0.482
1989,11,23,12.771,0.498
1989,11,24,12.807,0.564
1989,11,25,12.866,0.652
1989,11,26,12.829,0.645
1989,11,27,12.764,0.609
1989,11,28,12.661,0.534
1989,11,29,12.658,0.558
1989,11,30,12.667,0.594
1989,12,1,12.663,0.615
1989,12,2,12.636,0.614
1989,12,3,12.7,0.703
1989,12,4,12.791,0.818
1989,12,5,12.799,0.848
1989,12,6,12.761,0.831
1989,12,7,12.686,0.778
1989,12,8,12.557,0.669
1989,12,9,12.477,0.61
1989,12,10,12.427,0.579
1989,12,11,12.344,0.516
1989,12,12,12.309,0.5
1989,12,13,12.314,0.522
1989,12,14,12.363,0.589
1989,12,15,12.363,0.605
1989,12,16,12.289,0.546
1989,12,17,12.262,0.535
1989,12,18,12.26,0.547
1989,12,19,12.277,0.577
1989,12,20,12.28,0.594
1989,12,21,12.243,0.569
1989,12,22,12.189,0.527
1989,12,23,12.21,0.561
1989,12,24,12.283,0.645
1989,12,25,12.342,0.717
1989,12,26,12.354,0.74
1989,12,27,12.363,0.76
1989,12,28,12.392,0.799
1989,12,29,12.408,0.825
1989,12,30,12.433,0.86
1989,12,31,12.415,0.851
1990,1,1,12.412,0.87
